,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q12,Q13,Q14,Q15,Q18,Q19,Latitude,Longitude
1125,50,1,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.40870706,31.51606798
1126,46,2,1,3,3,2,1,0,1,0,0,1,0,0,0,1,0,0,1,3,1,3,1,1,-2.50617909,32.91077275
1127,17,1,4,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,5,4,-9.67050035,39.1081797
1128,36,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.00320754,32.80797853
1129,18,2,4,7,5,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,1,-7.78364004,35.67739762
1130,17,2,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.82814183,34.75095456
1131,65,2,3,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,2,-1,2,-1,2,4,-1.94133597,32.86262421
1132,70,2,3,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.9138609,33.4331664
1133,46,1,2,3,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-2.55391724,30.608778499999996
1134,36,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,3,1,4,-9.94931252,37.90564432
1135,31,2,4,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,1,-3.368412,36.73274947
1136,75,1,3,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.5649941,32.126664399999996
1137,24,1,4,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-6.93187485,39.26457993
1138,63,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.81688261,30.48970001
1139,78,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,3,1,5,-4.73065914,38.33666353
1140,37,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-11.04225004,37.43293538
1141,24,1,1,5,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,5,1,3,1,1,-9.01156978,33.00483977
1142,23,2,1,6,3,2,2,0,0,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-8.24011507,35.44104186
1143,63,1,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.17134091,33.81923707
1144,38,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,4,-7.20253704,31.08024582
1145,50,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,6,1,4,-4.47957457,34.19142135
1146,37,1,1,3,3,1,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,3,1,4,-5.07611015,38.45355359
1147,35,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,2,-1,4,4,-8.20425931,36.69423844
1148,35,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.23957759,33.33965383
1149,44,2,1,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.03657091,36.23244694
1150,23,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,6,1,3,-10.6322878,38.84618779
1151,21,2,1,3,1,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-8.43394431,31.66007186
1152,37,2,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,3,1,4,-6.81503716,39.15245178
1153,33,1,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.42280844,31.22118826
1154,42,1,1,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.02992007,33.26524326
1155,28,2,1,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,2,1,1,-8.93331407,33.34415188
1156,17,1,4,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,5,-5.24616213,39.7815749
1157,26,2,1,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.47532967,34.18779156
1158,20,1,4,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,1,4,-10.60496324,35.61390231
1159,26,2,1,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.89822093,37.49583901
1160,27,2,4,6,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,6,1,2,1,1,-6.18495841,39.20786426
1161,45,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.49017564,33.27443622
1162,45,1,1,7,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3,2,-1,1,1,-6.14771463,39.51641087
1163,39,2,1,3,3,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,4,-6.89765172,39.28292112
1164,40,2,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,2,-1,2,-1,4,4,-4.57310369,35.65115359
1165,19,2,1,2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.12561501,39.21899741
1166,27,1,4,5,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,1,-1.51138205,33.80774124
1167,21,2,4,5,5,2,1,0,0,0,1,0,0,0,0,1,0,0,1,6,1,3,1,1,-7.48095566,31.18938082
1168,16,1,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,1,-10.78543281,38.61888935
1169,45,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,2,1,1,-6.90873846,39.17039147
1170,20,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.87398131,30.52882346
1171,63,2,3,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,2,4,4,-4.52946433,38.23771085
1172,40,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.41516078,39.72593047
1173,25,2,1,3,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,5,1,5,1,1,-2.55494267,33.05497023
1174,18,2,1,3,2,2,2,0,0,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-11.07810971,38.27464394
1175,42,1,1,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,5,5,-6.20812908,39.38593893
1176,37,2,1,2,3,2,2,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.13107412,39.13990847
1177,41,2,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.5452376,31.96532385
1178,22,2,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.80108247,32.43040344
1179,40,1,2,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,6,1,4,1,4,-7.11877724,37.80532766
1180,96,2,3,1,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,3,4,4,-5.44534989,38.03467421
1181,46,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,2,1,4,-10.24861946,38.6971418
1182,30,2,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.54654624,32.54826326
1183,20,2,1,2,3,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,5,4,-4.87416608,36.79102922
1184,25,2,2,3,4,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-2.87965187,32.23384534
1185,28,2,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,4,1,4,-2.02664168,33.46305856
1186,42,2,2,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-1.23694471,30.94802008
1187,32,2,1,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-1.93992793,32.86013344
1188,27,2,3,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.23730215,35.4362352
1189,38,1,1,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.77593492,33.79541843
1190,56,1,3,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,1,2,-5.07862981,39.12394121
1191,44,1,2,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.01518257,33.04970662
1192,60,2,1,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,1,2,5,4,-4.53682854,38.24079425
1193,42,2,2,3,4,2,1,0,1,0,1,0,1,0,0,0,0,0,1,5,1,2,1,2,-1.24817608,31.66149115
1194,26,2,1,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,4,1,1,-6.83337887,39.2408126
1195,59,2,2,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-8.53584776,32.94236098
1196,24,2,1,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.89760321,31.59961145
1197,57,1,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,3,-7.95142479,35.78691308
1198,55,2,3,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,5,5,-5.03712542,38.88050542
1199,17,1,4,5,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.277879400000001,31.0418043
1200,40,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.44263315,33.55586547
1201,26,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.138800700000001,39.23037822
1202,34,1,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,2,-2.01541998,33.94363029
1203,36,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.47048155,35.6945137
1204,31,1,4,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,2,-1,1,1,-6.17430709,39.212549100000004
1205,20,2,1,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.185828,31.52244879
1206,31,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.717175800000001,38.73739484
1207,22,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.07884572,37.13652202
1208,40,2,1,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,1,6,2,-1,2,4,-2.54861654,32.98185632
1209,24,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,-2.55224272,32.91020468
1210,27,2,1,3,4,2,1,1,0,0,0,0,0,0,0,1,0,0,1,3,2,-1,1,4,-6.86769601,39.28217024
1211,35,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,3,2,4,-2.9611804,34.16304464
1212,62,2,3,1,5,1,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,4,4,4,-2.63665391,32.27991884
1213,26,2,1,6,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.56934547,34.87791777
1214,25,2,1,6,4,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.65640513,31.57545993
1215,52,1,1,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-2.66260048,32.64004717
1216,70,2,3,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,1,4,2,2,-3.56517458,36.9517455
1217,38,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,2,1,1,-1.08770457,31.80654826
1218,44,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.87516069,34.82138037
1219,32,2,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,6,1,4,-8.81819383,34.84047608
1220,29,2,1,6,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-5.2460481,39.7814158
1221,17,1,4,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.54529286,31.96515602
1222,28,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-6.1493956,39.51521031
1223,72,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.86128965,39.02939644
1224,58,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,5,1,4,-5.70209529,34.49523664
1225,41,2,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,4,-6.74338751,30.40856957
1226,32,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,4,-6.80213751,39.04798902
1227,51,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,3,1,1,-2.74038488,31.39077198
1228,19,1,4,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.20527861,34.83163335
1229,40,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.06282746,36.00711817
1230,45,1,1,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,4,-3.6720288999999995,33.43526981
1231,31,2,1,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-9.32033373,32.78026171
1232,34,2,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-11.11743734,35.18501268
1233,27,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-2.19838018,31.44757958
1234,25,2,2,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,1,4,-8.93670526,33.34807743
1235,36,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,6,2,-1,1,4,-9.08167891,34.80899277
1236,20,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-4.64549883,35.04322006
1237,74,1,1,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,3,1,4,-4.619284599999999,35.76661983
1238,27,2,1,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,3,1,1,-6.58017743,39.08223741
1239,25,1,4,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,4,1,1,-6.85716376,39.27357967
1240,56,1,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,5,1,4,-9.86185961,38.89358617
1241,25,2,1,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-7.94540761,31.63785714
1242,29,2,1,5,3,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,6,1,1,-7.98046628,31.63573997
1243,25,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.36008465,37.13778618
1244,49,2,1,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,2,-1,1,2,4,4,-4.6732962,29.99765091
1245,16,1,4,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-2.96177056,34.16602392
1246,54,2,1,3,5,2,1,1,0,0,0,1,0,0,0,0,0,0,1,4,1,4,1,1,-5.06666785,31.93905796
1247,50,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,6,1,3,1,4,-8.18997413,31.84972569
1248,16,2,4,5,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-3.47784492,37.57739392
1249,34,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.50897012,35.60500372
1250,31,1,1,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,3,1,4,-5.26293153,39.78370892
1251,45,2,2,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-11.03923553,34.75533769
1252,17,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,4,1,1,-10.27417811,40.17478375
1253,54,1,1,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.86029584,38.89422493
1254,29,1,1,6,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,3,1,1,-7.3743286999999995,30.6293202
1255,23,1,4,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,2,-8.56958584,34.45041594
1256,38,2,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-6.88307264,39.25367196
1257,46,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-5.0772825,39.10378507
1258,26,1,1,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5,2,-1,1,2,-8.91142002,33.4346769
1259,23,2,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-5.04267283,33.49186685
1260,38,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.29620383,32.77090071
1261,34,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-8.84747563,34.82358236
1262,73,2,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,5,4,4,-3.35181514,37.02197668
1263,50,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.32907123,34.51966849
1264,17,1,4,5,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,1,-6.89116576,38.56030072
1265,82,1,1,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,2,-1,2,-1,1,1,-8.89749715,33.45377096
1266,54,2,1,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,3,4,4,-8.57166321,33.45149062
1267,51,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,1,4,-6.57588598,36.05810464
1268,17,1,4,5,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-10.9426406,39.24212008
1269,53,2,1,2,3,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.51737679,32.39406938
1270,29,2,1,3,5,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.17410973,32.86404263
1271,27,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,5,1,5,1,4,-11.02836821,39.25390629
1272,38,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,1,2,-1.37083083,34.08924282
1273,49,2,3,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,2,-1,1,5,4,5,-8.20494444,35.99792003
1274,23,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,5,-6.33142275,31.06528121
1275,33,2,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.18968517,35.02099773
1276,50,2,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.29583514,34.90754962
1277,70,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.34121254,35.39678167
1278,43,2,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,4,1,2,1,1,-8.59079023,35.15395863
1279,32,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-10.51843259,38.68013041
1280,19,2,1,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-3.80854991,32.22602764
1281,29,1,1,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,1,-6.79860301,39.16721521
1282,28,2,1,3,5,2,2,0,1,0,1,0,0,0,0,1,0,0,1,6,1,3,1,4,-8.16751063,36.33343123
1283,55,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,1,4,1,4,-3.42608387,30.73259574
1284,38,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.83053907,30.63430509
1285,76,2,3,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-8.49717792,35.59163105
1286,27,2,1,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,1,1,1,-9.29483485,32.75984732
1287,28,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.50538407,32.4911307
1288,30,1,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,-7.95752968,31.6170668
1289,31,1,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,2,-1,1,1,4,4,-10.61872681,38.8115614
1290,46,2,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.71867247,38.77085066
1291,63,1,2,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.85974969,39.78382715
1292,25,1,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,5,1,5,1,4,-10.82198811,39.53047277
1293,33,1,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,4,-6.83325184,39.24086096
1294,26,1,4,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.78474967,39.1575091
1295,28,1,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,1,4,1,2,-6.77499766,37.75401095
1296,51,2,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,4,2,4,-8.07444694,31.93379354
1297,29,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,4,-8.52015161,39.09367215
1298,38,2,3,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,6,1,2,1,4,-8.56326185,35.33710292
1299,20,1,4,3,5,2,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1,5,1,1,-7.29147416,36.0615354
1300,68,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.53595709,32.41698614
1301,43,2,1,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,1,-6.88121156,39.286692200000005
1302,21,1,1,2,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.61112414,31.29042935
1303,45,2,2,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-7.25247928,37.73302917
1304,49,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,5,1,3,1,4,-8.047945299999999,35.468588399999994
1305,48,1,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,-8.58417589,35.20689747
1306,60,1,4,1,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.46825783,33.95033025
1307,64,2,3,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-1.85800646,33.05043171
1308,17,1,4,2,4,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.40327089,38.61076092
1309,20,2,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.14192806,33.45479288
1310,28,2,4,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,1,-6.88523227,39.15515724
1311,38,1,1,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-8.86394403,34.01013455
1312,21,2,1,3,5,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-1.81350738,33.39918096
1313,18,1,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,1,4,-6.80891661,39.10798225
1314,28,2,4,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,1,4,-6.81988387,39.23896332
1315,32,2,1,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.29651785,32.77075096
1316,30,2,1,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-3.54105604,33.13699853
1317,19,1,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,-1,1,4,-9.86152474,38.89591419
1318,17,2,4,5,5,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,2,-5.97008914,39.19655245
1319,49,1,1,3,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.48122117,31.18948225
1320,65,2,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-2.4574978,32.91672709
1321,30,1,2,3,4,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.76690395,39.11711141
1322,22,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,4,4,-2.76622619,32.11302174
1323,27,2,4,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.01563046,31.60780396
1324,24,1,4,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,-1,1,1,-6.84501081,39.27910416
1325,20,2,4,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,-1,2,1,-7.95752196,31.61655309
1326,36,1,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,1,3,1,4,-5.44325074,38.03570624
1327,45,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.41015819,34.77273956
1328,35,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,5,2,-1,1,4,-2.47764147,32.20389098
1329,75,2,2,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-10.73017132,39.79007579
1330,28,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-1.84294227,31.14182104
1331,28,1,1,1,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-7.19929681,31.05353114
1332,61,2,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.48817961,32.28748847
1333,26,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-10.18100706,38.9433948
1334,56,1,1,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,3,1,4,-3.33056554,36.63985503
1335,24,2,1,2,5,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-3.5321034,33.10909081
